SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,PARK_DESCRIPTION,HAS_GARAGE,DINNING_DESC,COOLING_FEATURES,HEATING_FEATURES,UTILITIES,NUM_STORIES,FEES_INCLUDE,HOA_NAME,ELEMENTARY_SCHOOL_RATING,MIDDLE_SCHOOL_RATING,HIGH_SCHOOL_RATING,BUYER_AGENCY_COMPENSATION,PRICE_PR_SQFT,REDFIN_ESTIMATE,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,Transit Score,Transit Score_type,Flood Factor,Fire Factor,Heat Factor,Wind Factor,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,PRICE_HISTORY1_PRICE,PRICE_HISTORY2_EVENT_DATE,PRICE_HISTORY2_EVENT_TYPE,PRICE_HISTORY2_PRICE,PRICE_HISTORY3_EVENT_DATE,PRICE_HISTORY3_EVENT_TYPE,PRICE_HISTORY3_PRICE,PRICE_HISTORY4_EVENT_DATE,PRICE_HISTORY4_EVENT_TYPE,PRICE_HISTORY4_PRICE,url,HOA_FEE_FREQ,BATH_DESCRIPTION,LAUNDARY_FEATURES,FLOORING_FEATURES,PRICE_HISTORY5_EVENT_DATE,PRICE_HISTORY5_EVENT_TYPE,PRICE_HISTORY5_PRICE,PRICE_HISTORY6_EVENT_DATE,PRICE_HISTORY6_EVENT_TYPE,PRICE_HISTORY6_PRICE,PRICE_HISTORY7_EVENT_DATE,PRICE_HISTORY7_EVENT_TYPE,PRICE_HISTORY7_PRICE,PRICE_HISTORY8_EVENT_DATE,PRICE_HISTORY8_PRICE,PRICE_HISTORY9_EVENT_DATE,PRICE_HISTORY9_PRICE,PRICE_HISTORY10_EVENT_DATE,PRICE_HISTORY10_PRICE,PRICE_HISTORY8_EVENT_TYPE
MLS Listing,,Single Family Residential,17210 Quail Ct,Morgan Hill,CA,95037,2299000,5.0,4.0,MORGAN HILL,5055.0,28641.0,2004.0,4.0,455.0,88.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/17210-Quail-Ct-95037/home/1013415,MLSListings,ML81943190,N,Y,37.1514053,-121.6035725,"Attached Garage, Electric Gate, Guest/Visitor Parking, Room for Oversized Vehicle, Workshop in Garage",4.0,"Breakfast Nook, Formal Dining Room","Central Forced Air, Multi-Zone","Forced Air, Gas","Natural Gas, Public Utilities, Solar Panels - Leased",2.0,"Common Area Electricity, Electricity, Maintenance (Road)",Holiday Estates Maintenance Association,6,5,5,2.5,455.0,2288760.0,16343.0,8,Somewhat bikeable,1,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places7 groceries, 23 restaurants, 8 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 26, 2023",Listed (Active)MLSListings #ML81943190,2299000.0,"Nov 16, 2009",Pending (Pending Without Release)MLSListings #ML80951496,NA,"Oct 30, 2009",Listed (Active)MLSListings #ML80951496,899950.0,,,,https://www.redfin.com/CA/Morgan-Hill/17210-Quail-Ct-95037/home/1013415,Monthly,"Double Sinks, Full on Ground Floor, Granite, Primary (Stall Shower(s)), Primary (Tub w/ Jets), 2+ Stall Shower","In Utility Room, Tub/Sink","Carpet, Tile",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,18835 Old Monterey Rd,Morgan Hill,CA,95037,1725000,4.0,3.5,MORGAN HILL,3130.0,6364.0,2015.0,4.0,551.0,115.0,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/18835-Old-Monterey-Rd-95037/home/112869191,MLSListings,ML81943120,N,Y,37.1468424,-121.6687916,"Attached Garage, Tandem Parking",3.0,"Breakfast Bar, Breakfast Nook, Formal Dining Room","Central Forced Air, Multi-Zone","Central Forced Air (Gas), Heating (2+ Zones)","Public Utilities, Solar Panels - Owned",2.0,"Maintenance (Common Area), Management Fee, Other (See Remarks)",Stonebridge Neighborhood Association,4,5,8,2.5,551.0,1723739.0,12312.0,56,Bikeable,21,Car-dependent,33,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 21 restaurants, 1 parkTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 25, 2023",Listed (Active)MLSListings #ML81943120,1725000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/18835-Old-Monterey-Rd-95037/home/112869191,Monthly,"Primary - Oversized Tub, Primary (Stall Shower(s)), 2+ Showers Over Tubs","Electricity Hookup (220V), Hookup (Gas Dryer), Inside, Upper Floor, Washer/Dryer","Carpet, Tile, Vinyl/Linoleum",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17685 Raccoon Ct,Morgan Hill,CA,95037,1449000,4.0,2.5,MORGAN HILL,2847.0,27600.0,1976.0,5.0,509.0,88.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/17685-Raccoon-Ct-95037/home/1032178,MLSListings,ML81943090,N,Y,37.1574932,-121.6127772,"Attached Garage, Electric Car Hookup, Gate/Door Opener",2.0,"Eat in Kitchen, Formal Dining Room","Central Forced Air, Window/Wall Unit",Central Forced Air,Public Utilities,2.0,"Maintenance (Common Area), Maintenance (Road)",Holiday Estates Maintenance Association,6,5,5,2.5,509.0,1457509.0,10333.0,8,Somewhat bikeable,0,Car-dependent,0,Minimal transit,Minimal,Major,Moderate,Minimal,"Places7 groceries, 28 restaurants, 7 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 25, 2023",Listed (Active)MLSListings #ML81943090,1449000.0,"Mar 2, 2004",Listing RemovedMLSListings #ML80366164,NA,"Dec 13, 2003",ListedMLSListings #ML80366164,699000.0,,,,https://www.redfin.com/CA/Morgan-Hill/17685-Raccoon-Ct-95037/home/1032178,Annually,"Double Sinks, Full on Ground Floor, Granite, Primary (Stall Shower(s)), Shower Over Tub, Tub in Master Bedroom","In Utility Room, Other (See Remarks)",Wood,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,2250 Via Orista,Morgan Hill,CA,95037,2999999,5.0,5.5,MORGAN HILL,4477.0,16955.0,2019.0,5.0,670.0,375.0,Active,October-1-2023 01:30 PM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Morgan-Hill/2250-Via-Orista-95037/home/168907969,MLSListings,ML81940365,N,Y,37.1617489,-121.6356631,Attached Garage,3.0,"Breakfast Bar, Dining Area, Dining Area in Living Room, Dining Bar","Central Forced Air, Multi-Zone",Central Forced Air,Public Utilities,2.0,"Common Area Electricity, Common Area Gas, Insurance (Common Area), Maintenance (Common Area), Pools, Spa, or Tennis, Recreation Facility",Homeowners association Services,6,5,8,2.5,670.0,2978979.0,21587.0,34,Somewhat bikeable,0,Car-dependent,13,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places6 groceries, 35 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 25, 2023",Listed (Active)MLSListings #ML81940365,2999999.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/2250-Via-Orista-95037/home/168907969,Monthly,"Full on Ground Floor, Half on Ground Floor, Marble, Oversized Tub, Primary - Oversized Tub, Primary (Stall Shower(s))","In Utility Room, Upper Floor, Washer/Dryer","Hardwood, Tile",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,13495 Sycamore Dr,Morgan Hill,CA,95037,2849000,5.0,3.5,MORGAN HILL,3894.0,40000.0,2009.0,6.0,732.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/13495-Sycamore-Dr-95037/home/171916167,MLSListings,ML81943006,N,Y,37.0682754,-121.6638018,"Attached Garage, Electric Car Hookup, Guest/Visitor Parking, Room for Oversized Vehicle",4.0,"Eat in Kitchen, Formal Dining Room","Ceiling Fan, Central Forced Air",Central Forced Air (Gas),"Propane On Site, Public Utilities, Solar - Hot Water Heater - Owned",2.0,,,6,5,5,2.5,732.0,2855427.0,20144.0,25,Somewhat bikeable,0,Car-dependent,,,Minimal,Severe,Moderate,Minimal,"Places3 groceries, 23 restaurants, 8 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 24, 2023",Listed (Active)MLSListings #ML81943006,2849000.0,"May 13, 2019",Pending (Pending (Do Not Show))MLSListings #ML81746255,NA,"Apr 30, 2019",ContingentMLSListings #ML81746255,NA,"Apr 9, 2019",Listed (Active)MLSListings #ML81746255,2289000.0,https://www.redfin.com/CA/Morgan-Hill/13495-Sycamore-Dr-95037/home/171916167,,"Double Sinks, Full on Ground Floor, Granite, Half on Ground Floor, Marble, Primary - Oversized Tub, Primary (Stall Shower(s)), Primary (Tub w/ Jets), 2+ Showers Over Tubs, Updated Bath(s)","Inside, Tub/Sink, Washer/Dryer","Carpet, Hardwood, Tile",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,14520 Shadowlane Ct,Morgan Hill,CA,95037,1300000,5.0,3.0,MORGAN HILL,3188.0,11494.0,1977.0,6.0,408.0,,Active,October-1-2023 02:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Morgan-Hill/14520-Shadowlane-Ct-95037/home/1238168,MLSListings,ML81941360,N,Y,37.0910736,-121.6325213,"Attached Garage, On Street",3.0,Dining Area in Living Room,,Central Forced Air,Public Utilities,2.0,,,NA,5,8,2.5,408.0,1295055.0,9192.0,1,Somewhat bikeable,0,Car-dependent,21,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places4 groceries, 26 restaurants, 1 parkTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 25, 2023",Relisted (Active)MLSListings #ML81941360,NA,"Sep 9, 2023",Listing RemovedMLSListings #ML81941360,NA,"Sep 8, 2023",Listed (Active)MLSListings #ML81941360,1300000.0,,,,https://www.redfin.com/CA/Morgan-Hill/14520-Shadowlane-Ct-95037/home/1238168,,"Full on Ground Floor, 2+ Showers Over Tubs, Stall Shower",In Garage,"Carpet, Laminate, Tile",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,470 Las Coches Ct,Morgan Hill,CA,95037,1199000,4.0,2.0,MORGAN HILL,1808.0,7614.0,1977.0,7.0,663.0,,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/470-Las-Coches-Ct-95037/home/1435855,MLSListings,ML81941892,N,Y,37.1035387,-121.6433501,"Attached Garage, On Street",2.0,Breakfast Bar,,Forced Air,Public Utilities,1.0,,,6,5,8,2.5,663.0,1213432.0,8478.0,51,Bikeable,52,Somewhat walkable,29,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 30 restaurants, 1 parkTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 28, 2023",Price ChangedMLSListings #ML81941892,1199000.0,"Sep 23, 2023",Listed (Active)MLSListings #ML81941892,1259000.0,"Sep 25, 2002",Listing RemovedMLSListings #ML80234181,NA,"Jul 2, 2002",ListedMLSListings #ML80234181,499900.0,https://www.redfin.com/CA/Morgan-Hill/470-Las-Coches-Ct-95037/home/1435855,,"Primary (Stall Shower(s)), Shower Over Tub",Inside,"Carpet, Tile",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16809 Gallop Dr,Morgan Hill,CA,95037,1149950,3.0,2.0,MORGAN HILL,1638.0,8415.0,1975.0,8.0,702.0,,Active,October-1-2023 02:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/16809-Gallop-Dr-95037/home/1680651,MLSListings,ML81942475,N,Y,37.1391064,-121.6065368,Detached,2.0,"Eat in Kitchen, No Formal Dining Room",Central Forced Air,Central Forced Air,Public Utilities,1.0,,,NA,5,5,2.5,702.0,1153566.0,8131.0,30,Somewhat bikeable,19,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places8 groceries, 20 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 22, 2023",Listed (Active)MLSListings #ML81942475,1149950.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/16809-Gallop-Dr-95037/home/1680651,,"Full on Ground Floor, Shower Over Tub, Stall Shower","In Utility Room, Inside","Carpet, Laminate",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17495 Belletto Dr,Morgan Hill,CA,95037,1650000,5.0,4.0,MORGAN HILL,3063.0,7146.0,1996.0,8.0,539.0,95.0,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Morgan-Hill/17495-Belletto-Dr-95037/home/1733632,MLSListings,ML81939174,N,Y,37.1377793,-121.6437512,"Attached Garage, Off-Street Parking, On Street, Workshop in Garage",3.0,"Breakfast Bar, Breakfast Nook, Formal Dining Room",Central Forced Air,Central Forced Air,"Natural Gas, Public Utilities, Solar Panels - Owned",2.0,"Common Area Electricity, Insurance (Common Area), Maintenance (Common Area), Reserves",Shadowbrook Estates of Morgan Hill OA,6,5,8,2.5,539.0,1656172.0,11762.0,46,Somewhat bikeable,39,Car-dependent,27,Some transit,Minimal,Moderate,Moderate,Minimal,"Places5 groceries, 31 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 22, 2023",Listed (Active)MLSListings #ML81939174,1650000.0,"Jun 14, 2006",Listing RemovedMLSListings #ML80619632,NA,"Apr 7, 2006",ListedMLSListings #ML80619632,1100000.0,,,,https://www.redfin.com/CA/Morgan-Hill/17495-Belletto-Dr-95037/home/1733632,Monthly,"Full on Ground Floor, Primary - Oversized Tub, Primary (Stall Shower(s)), Shower and Tub, Tub in Master Bedroom",Inside,"Carpet, Hardwood, Tile",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,1955 Morgan Ave,Morgan Hill,CA,95037,1899988,4.0,2.5,MORGAN HILL,2195.0,42374.0,1978.0,8.0,866.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/1955-Morgan-Ave-95037/home/1720644,MLSListings,ML81940110,N,Y,37.1422081,-121.6205995,Attached Garage,2.0,"Breakfast Nook, Dining Bar, Eat in Kitchen","Ceiling Fan, Central Forced Air, Multi-Zone","Central Forced Air (Gas), Fireplace",Natural Gas,2.0,,,6,5,5,2.5,866.0,1918250.0,13434.0,48,Somewhat bikeable,12,Car-dependent,11,Minimal transit,Minimal,Extreme,Moderate,Minimal,"Places8 groceries, 21 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 22, 2023",Listed (Active)MLSListings #ML81940110,1899988.0,"Apr 28, 1999",Listing RemovedMLSListings #ML89900742,NA,"Jan 6, 1999",ListedMLSListings #ML89900742,635000.0,,,,https://www.redfin.com/CA/Morgan-Hill/1955-Morgan-Ave-95037/home/1720644,,"Half on Ground Floor, Primary (Stall Shower(s)), 2+ Stall Shower, Tile, Updated Bath(s)",In Utility Room,"Tile, Vinyl/Linoleum, Wood",,,,,,,,,,,,,,,,
MLS Listing,,Multi-Family (2-4 Unit),240 E Edmundson Ave,Morgan Hill,CA,95037,950000,5.0,2.0,MORGAN HILL,1470.0,8060.0,1950.0,9.0,646.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/240-E-Edmundson-Ave-95037/home/187628800,MLSListings,ML81942799,N,Y,37.1156477,-121.639819,"Off-Street Parking, On Street",,,,"Gas, Wall Furnace","Individual Electric Meters, Individual Gas Meters",1.0,,,5,5,8,2.5,646.0,949474.0,6717.0,77,Very bikeable,61,Somewhat walkable,35,Some transit,Minimal,Moderate,Moderate,Minimal,"Places1 grocery, 29 restaurants, 0 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 21, 2023",Listed (Active)MLSListings #ML81942799,950000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/240-E-Edmundson-Ave-95037/home/187628800,,,Hookups Only,"Carpet, Hardwood, Tile, Vinyl/Linoleum",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,17040 Holiday Dr,Morgan Hill,CA,95037,1149000,3.0,4.0,MORGAN HILL,2348.0,22217.0,1971.0,10.0,489.0,88.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/17040-Holiday-Dr-95037/home/1059436,MLSListings,ML81942449,N,Y,37.1476718,-121.5932303,"Attached Garage, Parking Area",2.0,Formal Dining Room,Central Forced Air,"Central Forced Air (Gas), Heating (2+ Zones)",Public Utilities,2.0,"Maintenance (Common Area), Maintenance (Road), Other (See Remarks)",Holiday Lake Estates,6,5,5,2.5,489.0,1152887.0,8212.0,4,Somewhat bikeable,9,Car-dependent,,,Minimal,Major,Moderate,Minimal,"Places8 groceries, 18 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 20, 2023",Listed (Active)MLSListings #ML81942449,1149000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/17040-Holiday-Dr-95037/home/1059436,Monthly,Full on Ground Floor,In Garage,,,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,15885 Oakridge Rd,Morgan Hill,CA,95037,1495000,3.0,2.0,MORGAN HILL,1960.0,15554.0,1974.0,11.0,763.0,37.0,Active,October-1-2023 01:00 PM,October-1-2023 04:00 PM,https://www.redfin.com/CA/Morgan-Hill/15885-Oakridge-Rd-95037/home/1270469,MLSListings,ML81942049,N,Y,37.1466415,-121.5875907,Attached Garage,2.0,Dining Area,Central Forced Air,Central Forced Air,Public Utilities,2.0,"Pools, Spa, or Tennis",Jackson Oaks,NA,5,5,2.5,763.0,1498304.0,10608.0,2,Somewhat bikeable,1,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places9 groceries, 18 restaurants, 6 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 22, 2023",Relisted (Active)MLSListings #ML81942049,NA,"Sep 22, 2023",Listing RemovedMLSListings #ML81942049,NA,"Sep 19, 2023",Listed (Active)MLSListings #ML81942049,1495000.0,"Aug 4, 2021",Pending (Pending Sale)CRMLS #IV21099949,NA,https://www.redfin.com/CA/Morgan-Hill/15885-Oakridge-Rd-95037/home/1270469,Annually,,,,"Jul 7, 2021",Price ChangedCRMLS #IV21099949,1295000.0,"Jun 20, 2021",Price ChangedCRMLS #IV21099949,1360000.0,"May 12, 2021",Listed (Active)CRMLS #IV21099949,1350000.0,,,,,,,
MLS Listing,,Single Family Residential,15610 Murphy Ave,Morgan Hill,CA,95037,2700000,6.0,3.0,MORGAN HILL,1680.0,389985.0,1963.0,12.0,1607.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/15610-Murphy-Ave-95037/home/187551069,MLSListings,ML81942345,N,Y,37.11642,-121.617241,"Attached Garage, Common Parking Area, Uncovered Parking",2.0,Eat in Kitchen,,,Public Utilities,1.0,,,NA,5,5,2.5,1607.0,2681241.0,19091.0,31,Somewhat bikeable,6,Car-dependent,,,Minimal,Major,Moderate,Minimal,"Places3 groceries, 24 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 18, 2023",Listed (Active)MLSListings #ML81942345,2700000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/15610-Murphy-Ave-95037/home/187551069,,,,,,,,,,,,,,,,,,,,
MLS Listing,,Vacant Land,0 Hale Ave,Morgan Hill,CA,95141,1649000,,,Morgan Hill,540144.0,540144.0,,16.0,3.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/Hale-Ave-95037/home/160968000,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41037938,N,Y,37.17174,-121.711177,,,,,,"Other Water/Sewer, Other On Site",,,,4,5,8,2.5,3.0,1601394.0,11659.0,25,Somewhat bikeable,4,Car-dependent,,,Major,Extreme,Moderate,Minimal,"Places4 groceries, 25 restaurants, 6 parksTransit42, 68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41037938",1649000.0,"Mar 17, 2022",Pending (Pending (Do Not Show))MLSListings #ML81874659,NA,"Feb 13, 2022",ContingentMLSListings #ML81874659,NA,"Feb 2, 2022",Price ChangedMLSListings #ML81874659,1499000.0,https://www.redfin.com/CA/Morgan-Hill/Hale-Ave-95037/home/160968000,,,,,"Jan 16, 2022",Listed (Active)MLSListings #ML81874659,1500000.0,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,125 Campoli Dr,Morgan Hill,CA,95037,1858888,4.0,3.5,,2894.0,7709.0,2023.0,16.0,642.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/125-Campoli-Dr-95037/home/184362102,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039166,N,Y,37.1456831,-121.6680038,,2.0,,"Central Air, Multi Units","Forced Air, MultiUnits","All Public Utilities, Individual Electric Meter, Individual Gas Meter",,,,4,5,8,2.5,642.0,1850787.0,13143.0,60,Bikeable,23,Car-dependent,34,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 22 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039166",1858888.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/125-Campoli-Dr-95037/home/184362102,,,,"Tile, Carpet, Engineered Wood",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,115 Campoli Dr,Morgan Hill,CA,95037,1898000,5.0,4.5,,3165.0,7561.0,2023.0,16.0,600.0,,Active,,,https://www.redfin.com/CA/Morgan-Hill/115-Campoli-Dr-95037/home/184362052,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039165,N,Y,37.1457701,-121.6678411,,2.0,,"Central Air, Heat Pump, Multi Units","Forced Air, Heat Pump, MultiUnits","Individual Electric Meter, Individual Gas Meter",,,,4,5,8,2.5,600.0,1886576.0,13420.0,60,Bikeable,23,Car-dependent,34,Some transit,Minimal,Extreme,Moderate,Minimal,"Places3 groceries, 22 restaurants, 1 parkTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039165",1898000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/115-Campoli-Dr-95037/home/184362052,,,,"Carpet, Engineered Wood",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,3825 Live Oak Ln,Morgan Hill,CA,95037,1388800,5.0,3.0,MORGAN HILL,2372.0,17490.0,1976.0,17.0,585.0,37.0,Active,,,https://www.redfin.com/CA/Morgan-Hill/3825-Live-Oak-Ln-95037/home/1157556,MLSListings,ML81941800,N,Y,37.1465255,-121.5859412,"Attached Garage, Workshop in Garage",2.0,Formal Dining Room,Ceiling Fan,Central Forced Air (Gas),Public Utilities,2.0,Recreation Facility,Jackson Oaks Association,NA,5,5,2.5,585.0,1381426.0,9857.0,2,Somewhat bikeable,1,Car-dependent,0,Minimal transit,Minimal,Severe,Moderate,Minimal,"Places9 groceries, 18 restaurants, 6 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 13, 2023",Listed (Active)MLSListings #ML81941800,1388800.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/3825-Live-Oak-Ln-95037/home/1157556,Annually,"Double Sinks, Full on Ground Floor","Electricity Hookup (220V), In Utility Room, Washer/Dryer","Carpet, Vinyl/Linoleum",,,,,,,,,,,,,,,,
MLS Listing,,Single Family Residential,16716 Audrey Dr,Morgan Hill,CA,95037,520000,1.0,1.0,MORGAN HILL,587.0,2317.0,1990.0,18.0,886.0,220.0,Active,October-1-2023 01:00 PM,October-1-2023 03:00 PM,https://www.redfin.com/CA/Morgan-Hill/16716-Audrey-Dr-95037/home/1845687,MLSListings,ML81940031,N,Y,37.127033,-121.6347941,Attached Garage,1.0,"Dining Area in Family Room, No Formal Dining Room",Other (See Remarks),Central Forced Air,Public Utilities,1.0,Other (See Remarks),Cottage Green,5,5,8,2.5,886.0,529793.0,3897.0,59,Bikeable,48,Car-dependent,26,Some transit,Minimal,Major,Moderate,Minimal,"Places6 groceries, 25 restaurants, 3 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 12, 2023",Listed (Active)MLSListings #ML81940031,520000.0,"Jun 14, 2018",Pending (Pending (Do Not Show))MLSListings #ML81692064,NA,"May 10, 2018",ContingentMLSListings #ML81692064,NA,"Apr 25, 2018",Price ChangedMLSListings #ML81692064,485000.0,https://www.redfin.com/CA/Morgan-Hill/16716-Audrey-Dr-95037/home/1845687,Monthly,,In Garage,Laminate,"Feb 26, 2018",Price ChangedMLSListings #ML81692064,488000.0,"Feb 9, 2018",Listed (Active)MLSListings #ML81692064,499000.0,,,,,,,,,,
MLS Listing,,Condo/Co-op,17267 St. Anthony Dr,Morgan Hill,CA,95037,1034000,3.0,3.5,MORGAN HILL,1731.0,,2023.0,18.0,597.0,384.0,Active,October-1-2023 11:00 AM,October-1-2023 04:30 PM,https://www.redfin.com/CA/Morgan-Hill/17267-St-Anthony-Dr-95037/home/186468872,MLSListings,ML81941630,N,Y,37.1303912,-121.6423976,"Attached Garage, Guest/Visitor Parking",2.0,Dining Area,Multi-Zone,Heat Pump,Individual Electric Meters,,"Common Area Electricity, Garbage, Insurance (Common Area), Landscaping/Gardening, Maintenance (Common Area), Reserves",Andalusia of Morgan Hill Homeowners Asso,6,5,8,3.0,597.0,1034607.0,7695.0,68,Bikeable,57,Somewhat walkable,35,Some transit,NA,NA,NA,NA,"Places6 groceries, 30 restaurants, 2 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287","Sep 12, 2023",Listed (Active)MLSListings #ML81941630,1034000.0,,,,,,,,,,https://www.redfin.com/CA/Morgan-Hill/17267-St-Anthony-Dr-95037/home/186468872,Monthly,,,,,,,,,,,,,,,,,,,
